 Epoch: 0,batch 131, gloss: 21.70 (mse0.007, adv13.844, perc:7.846); dloss: 1.39 (r0.691, f0.695)
 Epoch: 0,batch 132, gloss: 19.43 (mse0.005, adv13.834, perc:5.588); dloss: 1.39 (r0.691, f0.695)
 Epoch: 0,batch 133, gloss: 20.88 (mse0.006, adv13.799, perc:7.070); dloss: 1.39 (r0.689, f0.697)
 Epoch: 0,batch 134, gloss: 20.06 (mse0.009, adv13.882, perc:6.171); dloss: 1.39 (r0.693, f0.692)
 Epoch: 0,batch 135, gloss: 20.95 (mse0.008, adv13.848, perc:7.093); dloss: 1.38 (r0.690, f0.694)
 Epoch: 0,batch 136, gloss: 18.93 (mse0.019, adv13.799, perc:5.117); dloss: 1.38 (r0.687, f0.694)
 Epoch: 0,batch 137, gloss: 20.60 (mse0.014, adv13.822, perc:6.764); dloss: 1.38 (r0.688, f0.697)
 Epoch: 0,batch 138, gloss: 20.60 (mse0.005, adv13.705, perc:6.887); dloss: 1.39 (r0.684, f0.702)
 Epoch: 0,batch 139, gloss: 19.39 (mse0.004, adv13.734, perc:5.650); dloss: 1.39 (r0.685, f0.700)
 Epoch: 0,batch 140, gloss: 19.55 (mse0.006, adv13.789, perc:5.755); dloss: 1.39 (r0.688, f0.698)
 Epoch: 0,batch 141, gloss: 18.22 (mse0.007, adv13.716, perc:4.497); dloss: 1.38 (r0.689, f0.695)
 Epoch: 0,batch 142, gloss: 20.90 (mse0.004, adv13.868, perc:7.029); dloss: 1.39 (r0.695, f0.692)
 Epoch: 0,batch 143, gloss: 19.96 (mse0.004, adv13.863, perc:6.096); dloss: 1.39 (r0.693, f0.693)
 Epoch: 0,batch 144, gloss: 19.62 (mse0.007, adv13.804, perc:5.807); dloss: 1.39 (r0.689, f0.697)
 Epoch: 0,batch 145, gloss: 18.98 (mse0.007, adv13.879, perc:5.097); dloss: 1.39 (r0.693, f0.692)
 Epoch: 0,batch 146, gloss: 20.93 (mse0.005, adv13.824, perc:7.101); dloss: 1.39 (r0.691, f0.695)
 Epoch: 0,batch 147, gloss: 19.44 (mse0.004, adv13.836, perc:5.600); dloss: 1.39 (r0.692, f0.694)
 Epoch: 0,batch 148, gloss: 18.89 (mse0.007, adv13.835, perc:5.047); dloss: 1.39 (r0.695, f0.692)
 Epoch: 0,batch 149, gloss: 19.81 (mse0.007, adv13.947, perc:5.857); dloss: 1.39 (r0.699, f0.690)
 Epoch: 0,batch 150, gloss: 20.22 (mse0.006, adv13.917, perc:6.295); dloss: 1.39 (r0.697, f0.690)
 Epoch: 0,batch 151, gloss: 19.14 (mse0.009, adv13.905, perc:5.221); dloss: 1.39 (r0.696, f0.691)
 Epoch: 0,batch 152, gloss: 20.39 (mse0.008, adv13.913, perc:6.468); dloss: 1.39 (r0.695, f0.691)
 Epoch: 0,batch 153, gloss: 18.84 (mse0.007, adv13.941, perc:4.890); dloss: 1.39 (r0.697, f0.690)
 Epoch: 0,batch 154, gloss: 20.19 (mse0.009, adv13.900, perc:6.281); dloss: 1.39 (r0.695, f0.691)
 Epoch: 0,batch 155, gloss: 20.34 (mse0.008, adv13.906, perc:6.429); dloss: 1.39 (r0.695, f0.691)
 Epoch: 0,batch 156, gloss: 19.34 (mse0.006, adv13.888, perc:5.444); dloss: 1.39 (r0.695, f0.692)
 Epoch: 0,batch 157, gloss: 19.96 (mse0.018, adv13.911, perc:6.029); dloss: 1.39 (r0.696, f0.691)
 Epoch: 0,batch 158, gloss: 19.18 (mse0.004, adv13.926, perc:5.252); dloss: 1.39 (r0.696, f0.690)
 Epoch: 0,batch 159, gloss: 20.36 (mse0.013, adv13.931, perc:6.413); dloss: 1.39 (r0.696, f0.691)
 Epoch: 0,batch 160, gloss: 20.03 (mse0.003, adv13.910, perc:6.118); dloss: 1.39 (r0.696, f0.691)
 Epoch: 0,batch 161, gloss: 19.63 (mse0.005, adv13.923, perc:5.703); dloss: 1.39 (r0.695, f0.690)
 Epoch: 0,batch 162, gloss: 20.83 (mse0.005, adv13.915, perc:6.915); dloss: 1.39 (r0.695, f0.691)
 Epoch: 0,batch 163, gloss: 18.17 (mse0.005, adv13.927, perc:4.238); dloss: 1.39 (r0.696, f0.690)
 Epoch: 0,batch 164, gloss: 19.18 (mse0.004, adv13.908, perc:5.264); dloss: 1.39 (r0.695, f0.691)
 Epoch: 0,batch 165, gloss: 18.68 (mse0.004, adv13.901, perc:4.773); dloss: 1.39 (r0.695, f0.691)
 Epoch: 0,batch 166, gloss: 19.44 (mse0.004, adv13.944, perc:5.491); dloss: 1.39 (r0.696, f0.690)
 Epoch: 0,batch 167, gloss: 20.26 (mse0.004, adv13.868, perc:6.388); dloss: 1.39 (r0.693, f0.693)
 Epoch: 0,batch 168, gloss: 19.97 (mse0.005, adv13.848, perc:6.115); dloss: 1.38 (r0.690, f0.694)
 Epoch: 0,batch 169, gloss: 19.24 (mse0.004, adv13.808, perc:5.431); dloss: 1.39 (r0.688, f0.697)
 Epoch: 0,batch 170, gloss: 19.35 (mse0.011, adv13.743, perc:5.600); dloss: 1.39 (r0.688, f0.699)
 Epoch: 0,batch 171, gloss: 19.27 (mse0.007, adv13.812, perc:5.448); dloss: 1.39 (r0.691, f0.695)
 Epoch: 0,batch 172, gloss: 20.23 (mse0.006, adv13.837, perc:6.390); dloss: 1.39 (r0.693, f0.693)
 Epoch: 0,batch 173, gloss: 20.80 (mse0.008, adv13.877, perc:6.913); dloss: 1.39 (r0.693, f0.693)
 Epoch: 0,batch 174, gloss: 20.51 (mse0.004, adv13.868, perc:6.642); dloss: 1.39 (r0.694, f0.693)
 Epoch: 0,batch 175, gloss: 19.80 (mse0.007, adv13.875, perc:5.915); dloss: 1.39 (r0.694, f0.692)
 Epoch: 0,batch 176, gloss: 20.43 (mse0.005, adv13.910, perc:6.517); dloss: 1.39 (r0.696, f0.691)
 Epoch: 0,batch 177, gloss: 19.75 (mse0.003, adv13.888, perc:5.861); dloss: 1.39 (r0.693, f0.692)
 Epoch: 0,batch 178, gloss: 20.26 (mse0.005, adv13.865, perc:6.387); dloss: 1.39 (r0.692, f0.693)
 Epoch: 0,batch 179, gloss: 17.22 (mse0.006, adv13.911, perc:3.300); dloss: 1.39 (r0.693, f0.693)
 Epoch: 0,batch 180, gloss: 20.40 (mse0.004, adv13.845, perc:6.553); dloss: 1.39 (r0.692, f0.694)
 Epoch: 0,batch 181, gloss: 19.27 (mse0.005, adv13.820, perc:5.441); dloss: 1.39 (r0.692, f0.695)
 Epoch: 0,batch 182, gloss: 18.50 (mse0.003, adv13.826, perc:4.671); dloss: 1.39 (r0.692, f0.695)
 Epoch: 0,batch 183, gloss: 19.53 (mse0.003, adv13.894, perc:5.638); dloss: 1.39 (r0.695, f0.691)
 Epoch: 0,batch 184, gloss: 19.11 (mse0.003, adv13.862, perc:5.241); dloss: 1.39 (r0.693, f0.693)
 Epoch: 0,batch 185, gloss: 20.11 (mse0.005, adv13.887, perc:6.217); dloss: 1.39 (r0.694, f0.692)
 Epoch: 0,batch 186, gloss: 19.96 (mse0.004, adv13.854, perc:6.105); dloss: 1.39 (r0.693, f0.693)
 Epoch: 0,batch 187, gloss: 20.33 (mse0.005, adv13.821, perc:6.500); dloss: 1.39 (r0.692, f0.695)
 Epoch: 0,batch 188, gloss: 19.17 (mse0.004, adv13.852, perc:5.317); dloss: 1.39 (r0.694, f0.693)
 Epoch: 0,batch 189, gloss: 19.75 (mse0.004, adv13.894, perc:5.855); dloss: 1.39 (r0.695, f0.690)
